expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std,drug2.conc.original,bliss,loewe_pervia,CI,loewe
HTS015,2017-06-02,PC9c1-D1a,93964,B02,PC9c1-D1a_B02,PC9c1,4.1,control,0.0,M,control,0.0,M,99,3,2017-06-02 15:07:51,102,0.935076037251,0.08732711961819999,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B03,PC9c1-D1a_B03,PC9c1,4.1,control,0.0,M,control,0.0,M,69,0,2017-06-02 15:07:51,69,1.0030926415,0.0936792170937,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B04,PC9c1-D1a_B04,PC9c1,4.1,control,0.0,M,control,0.0,M,94,0,2017-06-02 15:07:51,94,0.953907204644,0.0890857697621,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B05,PC9c1-D1a_B05,PC9c1,4.1,control,0.0,M,control,0.0,M,71,2,2017-06-02 15:07:51,73,1.04765383561,0.0978408045725,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B06,PC9c1-D1a_B06,PC9c1,4.1,control,0.0,M,control,0.0,M,83,1,2017-06-02 15:07:51,84,1.04851122253,0.0979208762743,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B07,PC9c1-D1a_B07,PC9c1,4.1,control,0.0,M,control,0.0,M,104,0,2017-06-02 15:07:51,104,0.838374514048,0.0782961262577,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B08,PC9c1-D1a_B08,PC9c1,4.1,control,0.0,M,control,0.0,M,70,0,2017-06-02 15:07:51,70,1.0937596012200002,0.102146640192,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B09,PC9c1-D1a_B09,PC9c1,4.1,control,0.0,M,control,0.0,M,130,1,2017-06-02 15:07:51,131,0.638081906816,0.059590720736,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B10,PC9c1-D1a_B10,PC9c1,4.1,control,0.0,M,control,0.0,M,119,0,2017-06-02 15:07:51,119,0.511238980618,0.0477448098715,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B11,PC9c1-D1a_B11,PC9c1,4.1,control,0.0,M,control,0.0,M,88,0,2017-06-02 15:07:51,88,0.947395964051,0.0884776824372,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B12,PC9c1-D1a_B12,PC9c1,4.1,control,0.0,M,control,0.0,M,57,0,2017-06-02 15:07:51,57,0.952408542217,0.0889458090875,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B13,PC9c1-D1a_B13,PC9c1,4.1,control,0.0,M,control,0.0,M,93,2,2017-06-02 15:07:51,95,0.902443591945,0.0842795626912,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B14,PC9c1-D1a_B14,PC9c1,4.1,control,0.0,M,control,0.0,M,66,0,2017-06-02 15:07:51,66,0.938194484749,0.08761835265910002,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B15,PC9c1-D1a_B15,PC9c1,4.1,control,0.0,M,control,0.0,M,66,0,2017-06-02 15:07:51,66,1.04213527192,0.0973254237345,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B16,PC9c1-D1a_B16,PC9c1,4.1,control,0.0,M,control,0.0,M,73,0,2017-06-02 15:07:51,73,0.902788551425,0.0843117785929,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B17,PC9c1-D1a_B17,PC9c1,4.1,control,0.0,M,control,0.0,M,79,0,2017-06-02 15:07:51,79,1.0671363256,0.0996602819904,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B18,PC9c1-D1a_B18,PC9c1,4.1,control,0.0,M,control,0.0,M,102,1,2017-06-02 15:07:51,103,1.03156461702,0.0963382261079,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B19,PC9c1-D1a_B19,PC9c1,4.1,control,0.0,M,control,0.0,M,61,0,2017-06-02 15:07:51,61,0.985228590374,0.0920108863188,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B20,PC9c1-D1a_B20,PC9c1,4.1,control,0.0,M,control,0.0,M,78,0,2017-06-02 15:07:51,78,1.08907342874,0.101708996698,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B21,PC9c1-D1a_B21,PC9c1,4.1,control,0.0,M,control,0.0,M,72,0,2017-06-02 15:07:51,72,1.15595989003,0.107955549676,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B22,PC9c1-D1a_B22,PC9c1,4.1,control,0.0,M,control,0.0,M,105,0,2017-06-02 15:07:51,105,1.0014296675799998,0.0935239113033,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B23,PC9c1-D1a_B23,PC9c1,4.1,control,0.0,M,control,0.0,M,128,3,2017-06-02 15:07:51,131,1.04188379691,0.0973019383844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C02,PC9c1-D1a_C02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,0.0,M,80,0,2017-06-02 15:07:51,80,0.645777037939,0.0603093720641,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C03,PC9c1-D1a_C03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,0.0,M,110,0,2017-06-02 15:07:51,110,1.03667879841,0.0968158415233,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C04,PC9c1-D1a_C04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,0.0,M,93,0,2017-06-02 15:07:51,93,1.10511039773,0.103206695551,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C05,PC9c1-D1a_C05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,0.0,M,111,1,2017-06-02 15:07:51,112,0.973841592968,0.09094745014360002,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C06,PC9c1-D1a_C06,PC9c1,4.1,ly294002,1.23e-07,M,osimertinib,0.0,M,72,1,2017-06-02 15:07:51,73,1.0767985896,0.100562644633,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C07,PC9c1-D1a_C07,PC9c1,4.1,ly294002,4.11e-08,M,osimertinib,0.0,M,105,0,2017-06-02 15:07:51,105,0.913897103827,0.08534921067949999,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C08,PC9c1-D1a_C08,PC9c1,4.1,ly294002,0.0,M,osimertinib,0.0,M,112,1,2017-06-02 15:07:51,113,1.06693349204,0.0996413392844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C09,PC9c1-D1a_C09,PC9c1,4.1,quercetin,1e-05,M,osimertinib,0.0,M,101,0,2017-06-02 15:07:51,101,1.01825769423,0.0950954873441,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C10,PC9c1-D1a_C10,PC9c1,4.1,quercetin,3.1e-06,M,osimertinib,0.0,M,95,1,2017-06-02 15:07:51,96,1.03976460545,0.0971040262582,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C11,PC9c1-D1a_C11,PC9c1,4.1,quercetin,1.11e-06,M,osimertinib,0.0,M,101,1,2017-06-02 15:07:51,102,0.938297772212,0.08762799871589999,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C12,PC9c1-D1a_C12,PC9c1,4.1,quercetin,3.7e-07,M,osimertinib,0.0,M,72,1,2017-06-02 15:07:51,73,0.876457550558,0.0818527160453,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C13,PC9c1-D1a_C13,PC9c1,4.1,quercetin,1.23e-07,M,osimertinib,0.0,M,95,0,2017-06-02 15:07:51,95,0.900905935642,0.084135960363,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C14,PC9c1-D1a_C14,PC9c1,4.1,quercetin,4.11e-08,M,osimertinib,0.0,M,100,0,2017-06-02 15:07:51,100,1.03074897116,0.0962620526191,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C15,PC9c1-D1a_C15,PC9c1,4.1,quercetin,0.0,M,osimertinib,0.0,M,77,0,2017-06-02 15:07:51,77,1.12026747624,0.104622221086,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C16,PC9c1-D1a_C16,PC9c1,4.1,tyrphostinag370,1e-05,M,osimertinib,0.0,M,108,2,2017-06-02 15:07:51,110,1.11460011347,0.104092943844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C17,PC9c1-D1a_C17,PC9c1,4.1,tyrphostinag370,3.1e-06,M,osimertinib,0.0,M,99,0,2017-06-02 15:07:51,99,1.0386141328,0.0969965831644,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C18,PC9c1-D1a_C18,PC9c1,4.1,tyrphostinag370,1.11e-06,M,osimertinib,0.0,M,95,0,2017-06-02 15:07:51,95,1.02578560628,0.0957985220171,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C19,PC9c1-D1a_C19,PC9c1,4.1,tyrphostinag370,3.7e-07,M,osimertinib,0.0,M,82,0,2017-06-02 15:07:51,82,1.0673502620200002,0.0996802615971,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C20,PC9c1-D1a_C20,PC9c1,4.1,tyrphostinag370,1.23e-07,M,osimertinib,0.0,M,90,1,2017-06-02 15:07:51,91,0.915684174713,0.0855161059338,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C21,PC9c1-D1a_C21,PC9c1,4.1,tyrphostinag370,4.11e-08,M,osimertinib,0.0,M,65,0,2017-06-02 15:07:51,65,1.05379355755,0.0984141956239,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C22,PC9c1-D1a_C22,PC9c1,4.1,tyrphostinag370,0.0,M,osimertinib,0.0,M,94,0,2017-06-02 15:07:51,94,1.06855928302,0.0997931725441,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C23,PC9c1-D1a_C23,PC9c1,4.1,control,0.0,M,control,0.0,M,75,1,2017-06-02 15:07:51,76,1.02837709622,0.0960405422842,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,D02,PC9c1-D1a_D02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,1.9957259546787767e-08,M,101,1,2017-06-02 15:07:51,102,0.206675517908,0.0193015080651,2e-09,0.09482598573253695,,0.02377152307877044,
HTS015,2017-06-02,PC9c1-D1a,93964,D03,PC9c1-D1a_D03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,1.9957259546787767e-08,M,80,0,2017-06-02 15:07:51,80,0.477056038351,0.0445524514222,2e-09,0.006950357278081687,,0.8528462847118102,1.5202383103051833
HTS015,2017-06-02,PC9c1-D1a,93964,D04,PC9c1-D1a_D04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,1.9957259546787767e-08,M,83,1,2017-06-02 15:07:51,84,0.425468156469,0.0397346388033,2e-09,0.09048770295234448,,0.46792950827518925,0.7329552623681046
HTS015,2017-06-02,PC9c1-D1a,93964,D05,PC9c1-D1a_D05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,1.9957259546787767e-08,M,69,0,2017-06-02 15:07:51,69,0.423358106467,0.039537580402,2e-09,0.03131074568763881,,0.45593861277885184,0.6616151437973558
