Unnamed: 0,DIC_0,DIC_1,DIC_2,DIC_3,DIC_4,DIC_5,DelSurf,E0,E0_std,E1,E1_obs,E1_obs_std,E1_std,E2,E2_obs,E2_obs_std,E2_std,E3,E3_obs,E3_obs_std,E3_std,MCMC_BURN,MCMC_SAMPLE,MCMC_converge,R2,VBS,VBS_verr,alpha_lower,alpha_upper,beta_norm,beta_norm_std,beta_obs_norm,beta_obs_norm_std,cell_line,drug1_name,drug2_name,expt,h1,h1_std,h2,h2_std,log_C1,log_C1_std,log_C2,log_C2_std,log_alpha1,log_alpha1_std,log_alpha2,log_alpha2_std,log_c1_lower,log_c1_upper,log_c2_lower,log_c2_upper,log_gamma1,log_gamma1_std,log_gamma2,log_gamma2_std,log_like_mcmc,log_like_pso_finish,log_like_pso_start,max_conc_d1,max_conc_d2,memory_Mb,min_conc_d1,min_conc_d2,model_level,r1,r1_std,r2,r2_std,time
0,19063.6283344,18931.6299408,18903.2230741,18873.4995026,18833.0664261,18777.0026067,0.182883216428,0.035835954484599995,1.22673055011e-05,0.0294321599019,0.0294729199875,2.08718349126e-05,1.52501753015e-05,0.014393627069700004,0.0170753554927,4.61327501423e-05,4.07023053046e-05,0.0106915692397,0.0120070133598,5.21424889944e-05,4.59641223802e-05,100000,100000,1,0.938011795862,0.0414705694652,7.668141712010001e-12,-7.0,7.0,0.1726518655538994,0.0030918794504913765,0.2701588651347586,0.004184659393622023,A2058,raf265,cobimetinib,HTS022_timeavg_rates_sub2.csv,0.519799699808,0.0324952276989,0.464575999121,0.00164161517941,-10.219758477000001,0.13447316132,-7.915410983969999,0.00973926785856,0.629378164559,0.0159351742614,-0.293909720068,0.169476602872,-11.408935393,-4.0,-13.920818754,-4.09691001301,1,0,1,0,"(9430.1910667656193,)",9518.93027097,40324.6402249,1e-06,8e-07,581,3.9e-09,1.2e-11,5,3.58362656942,0.00175306482093,3.5836337140900003,0.0017625375939300005,108.949404899
0,15829.1892204,15681.2595632,15373.2363553,15204.6275665,15037.2509679,14915.701427899998,0.0599040934547,0.0358007338667,1.15710386687e-05,0.0215889479793,0.0258128070356,5.17263333614e-05,4.48885176358e-05,0.016599004303,0.019922223197,5.58501271017e-05,4.81561244258e-05,0.0208525253232,0.0208422203143,3.97841637679e-05,3.66527339017e-05,100000,100000,1,0.891200327907,0.0219319631759,1.25882897835e-13,-7.0,7.0,-0.22151759851055763,0.0027337046638180977,-0.05793976125579439,0.004154404753551989,A2058,dabrafenib,trametinib,HTS022_timeavg_rates_sub2.csv,0.375284733593,0.00220457713367,0.6308423340429999,0.0034473649802900003,-7.39389294968,0.014810476773,-7.47467627095,0.00783348796736,1.98049683246,0.0315069431058,3.42037930699,0.237591983014,-12.408935393,-4.39794000867,-14.214670165,-4.39794000867,1,0,1,0,"(7483.1329469347975,)",7916.76058026,85501.8795805,4e-07,4e-07,568,3.9e-10,6.1e-12,5,3.58021780696,0.00164343290232,3.58021062916,0.0016545404377,133.13784345
0,25296.7616293,24412.6474748,23913.9021589,23562.891983,23339.0500999,21981.2626864,0.12761402162399998,0.0357945731131,1.20417309378e-05,0.019231957509,0.0259375755413,7.12482541129e-05,6.93104351164e-05,0.015014455377,0.0208887917303,7.13033366839e-05,6.86152919275e-05,0.0212551756846,0.0191069304098,7.87032792501e-05,2.23118597643e-05,100000,100000,1,0.858671590931,0.03124095319,7.03237304777e-13,-7.0,7.0,-0.30032170110174045,0.002553566618969932,0.11954162447036269,0.007521238144208348,A2058,dabrafenib,selumetinib,HTS022_timeavg_rates_sub2.csv,0.386667125879,0.001862981444,0.451421178766,0.00196823254053,-6.83062700738,0.016158415392,-6.29376846458,0.0110856044978,5.54261928466,0.118056031602,-6.45833268622,0.432247039163,-12.408935393,-4.39794000867,-13.214670165,-3.39794000867,1,0,1,0,"(10888.908173397222,)",10744.7289387,71318.89648260003,4e-07,4e-06,571,3.9e-10,6.100000000000001e-11,5,3.57825891371,0.00170976312679,3.57921531352,0.0017075802217,133.700273184
0,27860.224574400007,26836.521857900007,26643.6312701,26438.1620287,26315.2936765,25965.4429416,-0.0175814004834,0.035804870465699995,1.25014325514e-05,0.0190594730551,0.0258076823669,6.27748697233e-05,6.36931426801e-05,0.0141809567531,0.0173716720799,4.7621198027e-05,4.06878134208e-05,0.0191779598773,0.0194561610613,6.41871788921e-05,5.95490388905e-05,100000,100000,1,0.8731321601340001,-0.0157230644527,1.6848580076099998e-15,-7.0,7.0,-0.23108689715536126,0.0031136414788901197,-0.11308341275194995,0.004169091429389287,A2058,dabrafenib,cobimetinib,HTS022_timeavg_rates_sub2.csv,0.32832141605500004,0.00249271486814,0.424958023262,0.00177094924166,-6.917824823869998,0.0158310926341,-7.88935208255,0.00969782414306,0.497685581896,0.0545955384293,2.69937691974,0.151896049413,-12.408935393,-4.39794000867,-13.920818754,-4.09691001301,1,0,1,0,"(12987.412506009707,)",12842.9036838,95034.7951856,4e-07,8e-07,568,3.9e-10,1.2e-11,5,3.58018249957,0.0017736992159,3.58013414339,0.0017779205964000005,133.74607651600002
0,16171.7163431,16048.7728999,15936.3351825,15673.7774279,15554.8533488,15476.035753,0.042593751241499986,0.0357284483431,1.24718248398e-05,0.020743438282000003,0.026771235593500003,6.83238456761e-05,6.89504908007e-05,0.0373301472421,0.0368838435755,2.61720918117e-05,2.74872462594e-05,0.006702490924430001,0.025388314496,0.00025565963603599995,0.0006268223962300001,100000,100000,1,0.774944111686,0.00372691876624,1.11335940796e-14,-7.0,7.0,0.9369995282164865,0.04277604801481715,0.1543919002662698,0.02987049746100312,A2058,dabrafenib,pd98059,HTS022_timeavg_rates_sub2.csv,0.356536265648,0.0023252769315900003,0.0540964896496,0.00271082904331,-6.88039934232,0.0180723181911,-14.034297172999999,0.165898529272,-6.8699285236800005,0.12602479333,-0.827934181741,0.061818634661099985,-12.408935393,-4.39794000867,-14.214670165,-4.39794000867,1,0,1,0,"(7759.4550773015699,)",8044.8335738,66728.4505608,4e-07,4e-07,571,3.9e-10,6.1e-12,5,3.57290167894,0.00179244599722,3.57291100146,0.00179257669797,135.9528536
0,21383.035978,21189.6897805,21009.7863137,20872.7765286,20743.1354653,20393.9514949,0.153111568628,0.035798381787,1.20223131708e-05,0.0284656306953,0.0289058094299,3.42908480401e-05,1.92530107162e-05,0.013845055436,0.0202216090025,8.32310063206e-05,7.67462086494e-05,0.00346622796452,0.010100971953299998,0.0001954691322,0.00015450386197,100000,100000,1,0.890849208222,0.0353625281327,3.92602929419e-16,-7.0,7.0,0.47276787606299286,0.008723899929586394,0.64972617815102,0.015343597666905594,A2058,raf265,selumetinib,HTS022_timeavg_rates_sub2.csv,0.33035731898000004,0.00718367766162,0.513753629959,0.00250721084263,-9.61654550294,0.048727465055,-6.1529545720800005,0.0111494168984,0.414385664394,0.0201941166991,-1.6716569061200002,0.13396905367,-11.408935393,-4.0,-13.214670165,-3.39794000867,1,0,1,0,"(10213.138868415717,)",10570.7829545,91966.3284375,1e-06,4e-06,571,3.9e-09,6.100000000000001e-11,5,3.58001423372,0.00169020279399,3.5799885153699997,0.00169733117069,131.770570099
0,22528.110247,22484.8128657,22264.9927365,22022.3867518,21926.4580824,21848.9282168,0.0377763924,0.0360006013761,1.11918670494e-05,0.0306320862356,0.0312154389569,4.69808011335e-05,3.80760850718e-05,0.0380260012728,0.037253370063,2.41891071082e-05,1.68263968476e-05,0.028468186291,0.0303390064283,0.00010942874506,0.000110419768671,100000,100000,1,0.499030813522,4.75931652545e-05,5.23616681133e-11,-7.0,7.0,0.40307233713016294,0.022864327695099176,0.1831562759674356,0.025653107233434235,A2058,vemurafenib,pd98059,HTS022_timeavg_rates_sub2.csv,1.5435922370800002,0.0201981650173,0.0270670260916,0.00250044645985,-5.68901292285,0.0157651038757,-14.152712985299999,0.0609594234136,-4.51008813241,1.90682871714,-0.0293272035098,0.0337946392254,-11.1079053973,-3.09691001301,-14.214670165,-4.39794000867,1,0,1,0,"(10950.298084225315,)",11363.0760826,81085.90696139999,8e-06,4e-07,567,7.8e-09,6.1e-12,5,3.6003820056,0.00157154058169,3.6003895653099995,0.00158950468926,132.326119049
0,23196.0589472,22115.0136865,21674.2686324,21416.7922256,21232.7963364,20542.0968263,0.0691875237269,0.0359514167562,1.04403543032e-05,0.0277033343077,0.0310682127846,6.27261038508e-05,4.89986042607e-05,0.016975771108799997,0.019827689901,3.973786814e-05,3.41251909255e-05,0.0208211274382,0.0199585255585,3.65254006216e-05,4.26641902134e-05,100000,100000,1,0.889232667569,-7.72225606613e-05,5.8459704147199995e-12,-7.0,7.0,-0.20264692969363512,0.0026690347632416004,-0.008114479901264661,0.0033328029194355244,A2058,vemurafenib,trametinib,HTS022_timeavg_rates_sub2.csv,1.04765950191,0.0130341938426,0.579051671054,0.00230564966349,-5.2512879198,0.011377749402,-7.697182054,0.006612417855350001,5.51427304159,0.548000702297,-2.8160885006200003,2.11384349502,-11.1079053973,-3.09691001301,-14.214670165,-4.39794000867,1,0,1,0,"(10250.59347013271,)",10674.9267276,102474.508073,8e-06,4e-07,566,7.8e-09,6.1e-12,5,3.59554075709,0.00146216386933,3.59558437725,0.00147547106887,132.716177865
0,28594.2950749,28357.568231800004,27945.4975381,27670.864968700003,27499.9934564,27095.224928900006,0.132658629599,0.035974044615,1.14260601362e-05,0.0279353143194,0.0320718818802,6.22804485487e-05,6.7056938904e-05,0.0150825954006,0.0206264759819,7.16541061873e-05,6.96578150821e-05,0.0239047144164,0.0199529671138,8.55146721173e-05,2.57115166174e-05,100000,100000,1,0.8355135523280001,0.00696817486974,1.8919115580099997e-12,-7.0,7.0,-0.4222837260001625,0.0022975000511436753,0.043883750201803906,0.00740264824888709,A2058,vemurafenib,selumetinib,HTS022_timeavg_rates_sub2.csv,0.54521080732,0.00298872324343,0.454601479535,0.00224920981085,-5.0504422167300005,0.0209325047764,-6.37071668752,0.0107119137308,4.28168782218,0.050798079649,-5.5081814169599985,0.968548733841,-11.1079053973,-3.09691001301,-13.214670165,-3.39794000867,1,0,1,0,"(13511.263403185314,)",13585.6650071,85576.70645610003,8e-06,4e-06,560,7.8e-09,6.100000000000001e-11,5,3.59840571755,0.00157447438166,3.59860269767,0.00159148560745,136.221271749
0,29472.5232576,29330.771321900003,29292.6951162,28992.4833585,28864.6311968,27885.4549906,0.0632459150122,0.0360693034451,1.16616741073e-05,0.0288919394681,0.0318565456383,6.2942003287e-05,6.46553378409e-05,0.014756479433,0.0175978627261,3.94349796865e-05,3.52639840662e-05,0.0194607713391,0.0175444421871,4.31154949071e-05,3.31347501035e-05,100000,100000,1,0.901335670721,-0.00014737801784499998,3.33646636577e-13,-7.0,7.0,-0.2207258833193206,0.0020233965329999487,0.002892061307651556,0.003167431915302398,A2058,vemurafenib,cobimetinib,HTS022_timeavg_rates_sub2.csv,0.61157503575,0.00447437870728,0.402365507064,0.00136752944946,-5.34642883735,0.020316307044400003,-8.11738874107,0.00846681664793,1.99502826487,0.049167716432300015,-5.76547875941,0.81027155333,-11.1079053973,-3.09691001301,-13.920818754,-4.09691001301,1,0,1,0,"(13922.383752009999,)",13562.7803665,80570.7086667,8e-06,8e-07,566,7.8e-09,1.2e-11,5,3.60855090665,0.00164139116395,3.60879937098,0.00165835397379,136.456065782
