,Unnamed: 0,DIC_0,DIC_1,DIC_2,DIC_3,DIC_4,DIC_5,DelSurf,E0,E0_std,E1,E1_obs,E1_obs_std,E1_std,E2,E2_obs,E2_obs_std,E2_std,E3,E3_obs,E3_obs_std,E3_std,MCMC_BURN,MCMC_SAMPLE,MCMC_converge,R2,VBS,VBS_verr,alpha_lower,alpha_upper,beta_norm,beta_norm_std,beta_obs_norm,beta_obs_norm_std,cell_line,drug1_name,drug2_name,expt,h1,h1_std,h2,h2_std,log_C1,log_C1_std,log_C2,log_C2_std,log_alpha1,log_alpha1_std,log_alpha2,log_alpha2_std,log_c1_lower,log_c1_upper,log_c2_lower,log_c2_upper,log_gamma1,log_gamma1_std,log_gamma2,log_gamma2_std,log_like_mcmc,log_like_pso_finish,log_like_pso_start,max_conc_d1,max_conc_d2,memory_Mb,min_conc_d1,min_conc_d2,model_level,r1,r1_std,r2,r2_std,time
187,0,25814.211710599997,25773.566607900004,25624.8892627,25526.453749599998,25488.2359509,25479.8326252,-0.0831114045817,0.0390463303081,7.13094885107e-06,0.0271298275962,0.0272061329073,0.00014297714795800002,0.000141866880243,0.00549938408034,0.00559539769462,9.307552519630001e-06,8.99424272544e-06,0.0038235168327800002,0.0050504957989399996,0.000120877704258,5.73325970572e-05,100000,100000,1,0.9659129015160001,-2.28920126968e-16,3.4176135548100003e-17,-4.0,4.0,0.04995588081794535,0.0017320871217565519,0.01628958755728131,0.0036246315014715202,PC9C1,ly294002,osimertinib,HTS015_017_Combined.csv,7.31939503999,0.317685838924,1.19047406271,0.00522706941373,-5.29931492475,0.0135012231452,-8.83431716704,0.0014351554652599998,3.2988009713200004,0.452036965425,-2.3020371538299997,0.9837023643,-10.386158178099999,-3.0,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(12761.785140219901,)",12343.8903799,144408.528501,1e-05,2e-07,577,4.1100000000000004e-08,2e-09,5,3.9044757132999997,0.00100102701892,3.9044800344599997,0.00101007840738,99.2267968853
189,0,21402.382591999998,21352.8186053,21337.0693193,21338.656612400002,21308.995483000002,21273.395517599998,-0.06048850394140001,0.0390124561694,7.108088061060001e-06,0.0359365923345,0.0364553225086,0.000139788492474,0.000127905017628,0.00549256689317,0.005638886624810001,9.70090357967e-06,9.21868838366e-06,0.00951041817869,0.00884133181689,0.000266285166474,0.000127487436323,100000,100000,1,0.963822144899,-2.18249138399e-05,2.4230521855500003e-19,-4.0,4.0,-0.11986469443290147,0.003811116612122541,-0.09595752674286914,0.007983276086073727,PC9C1,sp600125,osimertinib,HTS015_017_Combined.csv,1.59339271686,0.0579017442521,1.10331374186,0.004313049353250001,-5.43480299018,0.0551254396518,-8.836258496860003,0.00148247463929,0.197730030656,0.0189424298153,-0.034662125970699995,0.0957620282601,-10.386158178099999,-3.0,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(10680.331361606648,)",10691.726321200002,152235.94816,1e-05,2e-07,576,4.1100000000000004e-08,2e-09,5,3.90123678214,0.00101336662576,3.90123399136,0.00102319357753,99.56583815020001
190,0,24830.160413900005,24790.196835299997,24767.629092400002,24678.006529700004,24618.182123900002,24561.3428535,0.102861020726,0.0390155427253,7.18148923088e-06,-0.027005233276900003,-0.0191661099162,0.000246645896557,0.00024459028282599997,0.00555879089406,0.00567738104267,9.68717231261e-06,9.28128714488e-06,-0.04324801056890002,-0.0346162084066,0.000306342641913,0.00026014528731999997,100000,100000,1,0.952294574975,-4.24121023821e-05,8.31145610221e-16,-4.0,4.0,0.2460252404706475,0.0060693075008994134,0.2655493233511161,0.00751711988922401,PC9C1,sb253226,osimertinib,HTS015_017_Combined.csv,1.34950929693,0.00554445577792,1.14640904703,0.00489521002877,-5.64506302872,0.00491580483731,-8.8351124585,0.0014774334418900005,-0.052833262591000005,0.0362247504996,-0.147361669059,0.00849870103858,-10.386158178099999,-3.0,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(12322.373867563007,)",12586.914235799999,1060909.5027700001,1e-05,2e-07,576,4.1100000000000004e-08,2e-09,5,3.9015959347400004,0.0010170078826,3.9015904540099995,0.0010249246245,102.068970819
192,0,88121.0872657,81157.94985549999,76676.4716104,73607.0460738,72297.442803,70810.654476,-0.13216196154999998,0.0399454472365,4.422730493919999e-06,0.00568913093124,0.00781569498096,1.91829073706e-05,1.67915894275e-05,0.0299853378614,0.032115190044299996,8.81252908639e-05,6.72636135606e-05,0.0114854475269,0.0103476284139,0.00013795370206400002,0.00010608077574799999,100000,100000,1,0.8436746404100001,1.5453324828e-06,6.42179446773e-11,-7.0,7.0,-0.16920431677500555,0.0031234166323247745,-0.07880339110001787,0.004328739724577985,PC9C1,osimertinib,olaparib,HTS018_rates.csv,0.780619417071,0.0013163977097499998,1.7762023261900002,0.0356907285394,-8.209602309060001,0.0016843047475999999,-5.01730455182,0.00806463052254,-0.13338748571200001,0.0392446487497,5.67503445994,0.8369928658779999,-12.698970004300001,-4.6989700043400005,-12.508638306199998,-2.69897000434,1,0,1,0,"(35292.843625724396,)",43504.7549979,413112.044481,2e-07,2e-05,574,2e-10,3.1e-10,5,3.9943336709400006,0.000626022986141,3.9943357885400004,0.000626354237666,123.0868095
193,0,110106.991384,100795.09714099999,94200.9083776,88668.4234167,87113.4035959,84572.1440699,0.7095502045409999,0.039923480865099996,4.47966032964e-06,0.00530304274145,0.007138018068020001,1.8211822468e-05,1.6312755216e-05,0.028458891819599996,0.0317178557546,0.000123679649894,0.00010748045538600001,-0.00318792334381,-0.00226614847737,9.82326065762e-05,8.70437095098e-05,100000,100000,1,0.6720565094959999,0.00303654598404,1.0364894748799998e-08,-7.0,7.0,0.2452587704099455,0.0025819822120121336,0.2868395240779573,0.003080562347763288,PC9C1,osimertinib,ceritinib,HTS018_rates.csv,0.8334854666629999,0.00135031714577,1.35092752033,0.00810527672125,-8.201157072460001,0.00156084462886,-5.694796880009999,0.013226749954699999,0.46168327721999997,0.0175425348605,6.258115040669999,0.5053747002000001,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(42086.444288092614,)",55192.9838036,2123144.36497,2e-07,4e-06,575,2e-10,6.100000000000001e-11,5,3.99172604865,0.00062348282274,3.9917204882,0.00062368290908,125.58918368399999
194,0,95276.43674319999,86964.7536658,82220.9098603,79229.1258853,77906.9217242,77070.8656119,-0.15549862793299998,0.0399413984888,4.4380849328e-06,0.00569030077775,0.0076168879846199985,1.85384888904e-05,1.64919888186e-05,0.0163689645997,0.0164053564534,3.88577207686e-05,3.57058855832e-05,0.0069040992611,0.00885997223516,0.000113440892539,8.74094713384e-05,100000,100000,1,0.559302827364,-1.03712836224e-09,9.201672599549999e-11,-7.0,7.0,-0.03543823598267937,0.0025939407101327337,-0.038456398291917014,0.0035525052051419686,PC9C1,osimertinib,tak632,HTS018_rates.csv,0.8202294292769999,0.0013601686155499998,6.75942918615,0.38719417795199995,-8.19214159899,0.0015699964446800002,-5.81376347178,0.0134070294673,-3.6367477277999996,1.92505166257,-0.792467454285,0.031086415315,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(38438.588847106927,)",47991.8627014,7537030.26651,2e-07,4e-06,576,2e-10,6.100000000000001e-11,5,3.99406030932,0.0006168492185090001,3.9940611534900015,0.0006180686750930001,122.829578348
196,0,82453.36137819999,75715.64737969999,71257.6797245,68284.49617150001,66968.3026624,66045.5404491,-0.172467265896,0.0399518249133,4.42539993836e-06,0.005820406642490001,0.00777891734176,1.84062734234e-05,1.63976995629e-05,0.00430662306465,0.00447329427985,8.15783483785e-05,7.21583174242e-05,-0.004089526579889999,-0.00362597420859,0.000156133832899,0.00016045359643200002,100000,100000,1,0.8668361913420001,2.69830027802e-07,1.34231899221e-09,-7.0,7.0,0.23554782156067355,0.005149701787989632,0.2282864691358953,0.0052291903848148535,PC9C1,osimertinib,ensartinib,HTS018_rates.csv,0.792177187813,0.0012872115205299999,5.38854660525,0.214244918624,-8.23343020033,0.0016079360129600002,-5.82998693962,0.0076296806746000015,0.11720385425999999,0.00825695539326,0.0390180480891,0.0470848732596,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(32920.796052641461,)",41517.8911538,806153.7889729999,2e-07,4e-06,568,2e-10,6.100000000000001e-11,5,3.9951396609099996,0.000608252521602,3.9951431344699997,0.000613756370276,127.51604475200001
198,0,86225.50083260001,78728.5471884,73881.67564369999,70678.57661039999,69328.7255128,68498.5547966,0.49511183217699994,0.039963547784800005,4.4237195747e-06,0.00564857480851,0.0074392328751299985,1.84979416621e-05,1.66249711861e-05,-0.011889776380200001,-0.011481988592000001,0.000331312647592,0.000332346121338,-0.00583249333796,-0.00590413608258,0.000206539556442,0.00020821977911,100000,100000,1,0.7662974734829999,0.0008412501681649999,6.33507695402e-09,-7.0,7.0,-0.11681571316364225,0.006940286990169858,-0.10842247748310777,0.007006180047264397,PC9C1,osimertinib,ulixertinib,HTS018_rates.csv,0.812252609489,0.0013543707691199998,3.0115734848900004,0.0460568409502,-8.24922109517,0.0016216586314400001,-6.09555323115,0.00434606631946,0.320806884932,0.00975714872152,0.732104479634,0.151322989036,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(34147.586663323258,)",43511.978459300015,1374716.87916,2e-07,4e-06,585,2e-10,6.100000000000001e-11,5,3.99627901235,0.000609743269182,3.9962825445499996,0.000617753497233,129.528626684
200,0,19614.035582099998,19562.3750289,19549.0654961,19545.935199400006,19516.870397,19481.905967500006,-0.118818030848,0.0389909791956,7.15182370898e-06,0.00894464970818,0.009049709144490001,8.49902653159e-05,8.43277776775e-05,0.00552564568526,0.00564510626246,9.71029595603e-06,9.29452242533e-06,0.0066027943904700005,0.006629694973729999,4.60707701001e-05,4.604851452e-05,100000,100000,1,0.96831598734,-2.5279177358599998e-06,1.33577256654e-15,-4.0,4.0,-0.032187000463544974,0.0014020315709729284,-0.029526553803049176,0.0014102238822169435,PC9C1,gw458787a,osimertinib,HTS015_017_Combined.csv,2.7072131048699997,0.0560017319889,1.14533461107,0.00492188774954,-5.906775734659999,0.00529955027599,-8.834431081389997,0.0014866232217,-0.501546187446,0.104975326389,-0.030387754843500002,0.055673392077800005,-10.386158178099999,-3.0,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(9786.9120069934179,)",9806.23606478,157942.29909100002,1e-05,2e-07,576,4.1100000000000004e-08,2e-09,5,3.8990973066400003,0.0010130386505800002,3.8991020305800004,0.0010008240338800001,119.549702148
201,0,80923.4984398,74932.7078622,71286.3130278,68172.66513539999,66135.9155478,65280.343574399994,-0.307655629291,0.039941784789800004,4.47818095203e-06,0.005867234773359999,0.00766284104633,1.87757129866e-05,1.69307992583e-05,0.0263078124123,0.0263959547423,8.39910382482e-05,8.40579315525e-05,0.00493253123973,0.0073485196482,0.00012095182504299996,0.000132146290502,100000,100000,1,0.853019224033,-0.00313685071077,1.43915567835e-08,-7.0,7.0,0.027431133593225184,0.003911609996284409,0.009737660582328894,0.003792832956620279,PC9C1,osimertinib,methotrexate,HTS018_rates.csv,0.817289512336,0.00136756699968,1.4432440794299999,0.0260220516891,-8.23417654018,0.0016417011725499999,-6.91301367286,0.014008969729299998,-4.34260039567,1.5447229807700005,-0.430651272007,0.0167968918388,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(32549.634810623735,)",40405.6935725,416500.38083000004,2e-07,4e-06,570,2e-10,6.100000000000001e-11,5,3.99417142136,0.000623933252018,3.99417012513,0.0006274179050599999,133.363510768
203,0,50672.6498611,50423.2523689,50203.915349,49180.522588,48947.7792575,48118.0108935,-0.128283128308,0.0390090465607,7.23632780882e-06,0.0409047129937,0.0409047124079,3.39976154373e-05,3.39976259403e-05,0.0057824223003600005,0.00589885807504,9.52466778998e-06,9.12077377595e-06,0.0140946741064,0.014125837467799999,4.245437254100001e-05,4.24715406835e-05,100000,100000,1,0.9455669718340001,-0.000297230464518,7.168540826680001e-09,-5.0,5.0,-0.2501684113592508,0.0012958500894099385,-0.2484727441622116,0.0013014458167953653,PC9C1,beclomethasonedipropionate,osimertinib,HTS015_017_Combined.csv,7.579566423039999,0.34812350536200004,1.1521968212,0.00494469630674,-6.8545694167999995,0.0160601451332,-8.82870614915,0.0014400939563900005,0.408147914157,0.0165693872718,-2.8428357746399997,1.2516499351200001,-11.585026652,-3.9956786262199997,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(24046.301324962576,)",22950.435489,171576.26626099998,1.01e-06,2e-07,562,2.6e-09,2e-09,5,3.9009083932,0.00100986491327,3.90092366564,0.0010159925800599999,120.439938732
204,0,19622.149455400002,19576.7387868,19562.727864200002,19555.0523093,19528.25333,19494.9993341,-0.09441300260169999,0.0390080708601,7.1364246412100005e-06,0.0343009345925,0.0346867444336,0.00019409016030999998,0.000133977982697,0.00550803441258,0.005638382962239999,9.692729897560001e-06,9.247279596180001e-06,0.0037933414474000003,0.00418421714145,0.0012217777578800001,0.000148155177753,100000,100000,1,0.9690990782610001,5.66495744244e-06,1.2315608217299999e-12,-5.0,5.0,0.05118480894390008,0.004432060057234425,0.0435774474499432,0.03661465675264624,PC9C1,bendroflumethiazide,osimertinib,HTS015_017_Combined.csv,3.7439196524500002,0.366381975517,1.1252919891700002,0.00464918779933,-6.27593137457,0.0408141272832,-8.839077607210003,0.00149050671019,0.033176165841299995,0.018885933105200002,-0.09047677534810004,0.600488558246,-11.585026652,-3.9956786262199997,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(9793.8595822416082,)",9804.55672421,112796.55750899999,1.01e-06,2e-07,571,2.6e-09,2e-09,5,3.90081298727,0.00100374574742,3.90081288618,0.00101137377273,121.61111789899999
205,0,19946.170106999998,19861.3166665,19826.0878789,19822.0125357,19796.109649,19761.197883,-0.0378143658524,0.038996243695900004,7.113087718089999e-06,0.023643239372,0.026186443938,0.000504441969902,0.00023208310072099996,0.005513775770350001,0.00563870325065,9.55647994605e-06,9.12905041216e-06,0.010158139685,0.00995480104083,0.000208682072441,9.10950683833e-05,100000,100000,1,0.9361886177200002,-2.19195489502e-07,3.38866546139e-11,-5.0,5.0,-0.13871032221928747,0.002730954428955157,-0.12938896970728542,0.006260949905467369,PC9C1,bml259,osimertinib,HTS015_017_Combined.csv,6.649086361830001,0.463506378143,1.13583027704,0.0047279000087700005,-6.10128126214,0.0123038120079,-8.8353244313,0.0014667492022599998,0.9282391339399999,0.7987148311319999,0.09272374509680001,0.0596925515918,-11.585026652,-3.9956786262199997,-11.698970004300001,-4.6989700043400005,1,0,1,0,"(9929.7926361254049,)",10450.0974923,575949.750885,1.01e-06,2e-07,569,2.6e-09,2e-09,5,3.8996186265400015,0.0010067847349600001,3.8996265114899997,0.0009974988800259999,121.86372208200001
206,0,107699.382515,99287.1155351,94002.8934381,90717.0718992,89187.64142510002,88239.463757,-0.18638087601199999,0.0399216848474,4.436325740580001e-06,0.00532897116994,0.00763706243057,1.95590615749e-05,1.70354811271e-05,0.000852754524277,0.0009320724663260001,3.83741743929e-05,3.83105004937e-05,0.0060583119533,0.0041924584186500006,0.000146076334461,0.00011386609855600001,100000,100000,1,0.860521864552,-0.000316006608573,6.843865864659999e-09,-7.0,7.0,-0.13324033665549534,0.0030359317655032658,-0.08362191243292863,0.0038535875670620678,PC9C1,osimertinib,zm447439,HTS018_rates.csv,0.769204541609,0.00128280892992,2.93179247043,0.0166930568484,-8.18848634615,0.00165513625821,-6.3160054949300015,0.0032594952873,-0.33956740127999996,0.0322151410416,-1.18124972011,0.0598738649606,-12.698970004300001,-4.6989700043400005,-13.214670165,-3.39794000867,1,0,1,0,"(43995.705879734349,)",54060.2803465,606907.737261,2e-07,4e-06,579,2e-10,6.100000000000001e-11,5,3.9921480732099996,0.000616509115039,3.9921578488,0.0006233821578819999,132.936859151
